TransactionID,CustomerID,ProductID,Quantity,Price
101,CUST25,PROD15,8,39.33
102,CUST49,PROD19,8,35.47
103,CUST40,PROD7,7,5.22
104,CUST9,PROD5,2,16.67
105,CUST24,PROD6,3,5.22
106,CUST39,PROD4,7,36.96
107,CUST33,PROD20,5,26.09
108,CUST26,PROD10,10,39.0
109,CUST32,PROD8,4,38.21
110,CUST50,PROD15,5,40.1
111,CUST21,PROD6,7,17.19
112,CUST47,PROD6,8,45.22
113,CUST6,PROD17,2,18.55
114,CUST2,PROD1,2,28.16
115,CUST19,PROD13,8,14.03
116,CUST14,PROD18,1,41.15
117,CUST10,PROD12,2,6.59
118,CUST39,PROD2,5,12.85
119,CUST50,PROD4,5,13.14
120,CUST16,PROD14,1,16.02
121,CUST40,PROD9,4,41.08
122,CUST7,PROD15,10,7.81
123,CUST42,PROD10,3,39.23
124,CUST31,PROD20,6,39.54
125,CUST1,PROD15,1,40.69
126,CUST2,PROD14,4,33.76
127,CUST41,PROD3,10,33.01
128,CUST14,PROD4,5,22.03
129,CUST46,PROD5,4,42.38
130,CUST46,PROD7,2,32.87
131,CUST29,PROD5,2,34.18
132,CUST5,PROD9,3,18.12
133,CUST31,PROD16,7,44.03
134,CUST48,PROD15,4,7.98
135,CUST44,PROD2,8,13.65
136,CUST38,PROD13,10,39.91
137,CUST27,PROD14,5,31.89
138,CUST5,PROD9,5,44.51
139,CUST35,PROD5,6,17.83
140,CUST9,PROD4,5,24.9
141,CUST9,PROD10,7,43.72
142,CUST7,PROD6,4,24.57
143,CUST35,PROD7,3,22.48
144,CUST12,PROD3,5,35.59
145,CUST33,PROD11,7,5.45
146,CUST23,PROD16,6,39.35
147,CUST49,PROD8,2,43.17
148,CUST32,PROD16,7,33.24
149,CUST7,PROD16,10,18.12
150,CUST45,PROD15,7,38.65
151,CUST48,PROD17,1,43.76
152,CUST42,PROD6,9,23.2
153,CUST7,PROD17,4,39.48
154,CUST14,PROD18,3,28.68
155,CUST21,PROD14,10,13.13
156,CUST24,PROD12,6,43.42
157,CUST3,PROD15,4,43.88
158,CUST13,PROD19,9,32.72
159,CUST31,PROD17,5,8.39
160,CUST29,PROD6,3,20.08
161,CUST10,PROD12,6,32.12
162,CUST15,PROD12,5,19.08
163,CUST43,PROD14,4,16.13
164,CUST16,PROD20,4,9.37
165,CUST7,PROD19,8,11.55
166,CUST46,PROD4,6,5.86
167,CUST40,PROD13,4,22.03
168,CUST42,PROD13,5,43.95
169,CUST42,PROD12,5,10.68
170,CUST44,PROD16,10,13.48
171,CUST33,PROD4,4,38.66
172,CUST7,PROD10,6,18.19
173,CUST41,PROD1,1,37.94
174,CUST23,PROD1,6,22.15
175,CUST11,PROD10,9,39.75
176,CUST9,PROD6,5,42.77
177,CUST28,PROD1,4,9.83
178,CUST17,PROD12,9,21.33
179,CUST13,PROD1,7,46.05
180,CUST6,PROD2,9,16.41
181,CUST29,PROD5,5,11.55
182,CUST29,PROD7,2,19.39
183,CUST7,PROD17,1,36.18
184,CUST11,PROD5,5,38.11
185,CUST49,PROD19,8,6.24
186,CUST44,PROD4,1,13.35
187,CUST8,PROD4,9,14.37
188,CUST35,PROD19,2,49.24
189,CUST30,PROD12,5,23.31
190,CUST10,PROD6,6,25.2
191,CUST11,PROD5,8,23.97
192,CUST23,PROD4,1,8.81
193,CUST34,PROD5,3,23.34
194,CUST4,PROD4,7,42.26
195,CUST24,PROD18,4,31.8
196,CUST12,PROD12,2,21.92
197,CUST41,PROD20,3,24.76
198,CUST29,PROD2,10,36.77
199,CUST33,PROD14,8,8.11
200,CUST2,PROD7,3,41.57
